filename,leftEyeX,leftEyeY,rightEyeX,rightEyeY,noseX,noseY
irface_sub001_seq03_frm00705.jpg_lfb.png,508,309,578,310,550,389
irface_sub001_seq03_frm00711.jpg_lfb.png,517,293,579,295,557,367
irface_sub001_seq03_frm00720.jpg_lfb.png,508,290,579,293,547,351
irface_sub001_seq03_frm00776.jpg_lfb.png,535,308,603,309,571,382
irface_sub001_seq03_frm00939.jpg_lfb.png,587,302,655,308,634,374
irface_sub001_seq03_frm00970.jpg_lfb.png,332,334,394,311,368,384
irface_sub001_seq03_frm01194.jpg_lfb.png,493,314,570,319,530,389
irface_sub001_seq07_frm00001.jpg_lfb.png,505,443,594,446,556,524
irface_sub001_seq07_frm00071.jpg_lfb.png,517,447,600,450,563,531
irface_sub001_seq07_frm00141.jpg_lfb.png,521,449,597,453,561,533
irface_sub001_seq07_frm00303.jpg_lfb.png,521,444,592,446,562,512
irface_sub001_seq07_frm00357.jpg_lfb.png,521,448,591,448,557,517
irface_sub001_seq07_frm00410.jpg_lfb.png,516,447,592,450,560,522
irface_sub001_seq07_frm00700.jpg_lfb.png,525,455,592,453,564,529
irface_sub001_seq07_frm00746.jpg_lfb.png,526,453,597,451,564,529
irface_sub001_seq07_frm00791.jpg_lfb.png,526,453,597,451,566,531
irface_sub001_seq07_frm01035.jpg_lfb.png,522,448,595,449,566,529
irface_sub001_seq07_frm01098.jpg_lfb.png,524,443,589,443,562,525
irface_sub001_seq07_frm01160.jpg_lfb.png,526,449,596,448,566,526
irface_sub001_seq07_frm01266.jpg_lfb.png,533,451,593,454,568,540
irface_sub001_seq07_frm01320.jpg_lfb.png,520,450,589,450,560,537
irface_sub001_seq07_frm01373.jpg_lfb.png,520,447,599,447,563,525
irface_sub001_seq07_frm01510.jpg_lfb.png,519,463,597,466,565,548
irface_sub001_seq07_frm01574.jpg_lfb.png,527,467,608,465,567,547
irface_sub001_seq07_frm01638.jpg_lfb.png,515,462,600,465,563,547
irface_sub001_seq07_frm01803.jpg_lfb.png,515,469,611,472,566,544
irface_sub001_seq07_frm01849.jpg_lfb.png,518,467,605,468,566,545
irface_sub001_seq07_frm01894.jpg_lfb.png,517,467,611,469,568,548
irface_sub001_seq07_frm02012.jpg_lfb.png,516,467,601,467,563,548
irface_sub001_seq07_frm02048.jpg_lfb.png,520,465,605,462,563,542
irface_sub001_seq07_frm02083.jpg_lfb.png,516,464,603,463,564,544
irface_sub002_seq02_frm00071.jpg_lfb.png,591,378,642,381,662,430
irface_sub002_seq02_frm00090.jpg_lfb.png,565,377,623,380,633,428
irface_sub002_seq02_frm00105.jpg_lfb.png,553,377,609,382,617,432
irface_sub002_seq02_frm00120.jpg_lfb.png,526,378,588,381,583,421
irface_sub002_seq02_frm00137.jpg_lfb.png,505,380,563,386,540,431
irface_sub002_seq02_frm00150.jpg_lfb.png,479,380,545,378,502,422
irface_sub002_seq02_frm00160.jpg_lfb.png,452,382,521,380,459,430
irface_sub002_seq02_frm00170.jpg_lfb.png,433,381,498,382,430,427
irface_sub002_seq02_frm00176.jpg_lfb.png,427,381,479,381,416,426
irface_sub002_seq02_frm00297.jpg_lfb.png,410,411,464,409,405,466
irface_sub002_seq02_frm00305.jpg_lfb.png,425,409,485,409,426,473
irface_sub002_seq02_frm00309.jpg_lfb.png,429,411,496,410,434,470
irface_sub002_seq02_frm00314.jpg_lfb.png,438,409,498,409,444,476
irface_sub002_seq02_frm00320.jpg_lfb.png,453,411,517,410,466,473
irface_sub002_seq02_frm00331.jpg_lfb.png,469,409,540,408,498,464
irface_sub002_seq02_frm00344.jpg_lfb.png,497,408,559,406,533,469
irface_sub002_seq02_frm00353.jpg_lfb.png,512,406,578,406,561,461
irface_sub002_seq02_frm00364.jpg_lfb.png,539,405,599,405,598,468
irface_sub002_seq02_frm00375.jpg_lfb.png,568,403,626,403,637,458
irface_sub002_seq02_frm00386.jpg_lfb.png,584,403,643,400,659,455
irface_sub002_seq02_frm00504.jpg_lfb.png,605,482,669,473,661,548
irface_sub002_seq02_frm00512.jpg_lfb.png,587,480,651,474,641,551
irface_sub002_seq02_frm00520.jpg_lfb.png,570,481,637,475,623,555
irface_sub002_seq02_frm00528.jpg_lfb.png,546,479,613,473,597,556
irface_sub002_seq02_frm00535.jpg_lfb.png,515,478,585,478,556,550
irface_sub002_seq02_frm00541.jpg_lfb.png,478,479,561,484,516,557
irface_sub002_seq02_frm00548.jpg_lfb.png,459,478,533,486,488,566
irface_sub002_seq02_frm00554.jpg_lfb.png,436,475,507,493,455,563
irface_sub002_seq02_frm00561.jpg_lfb.png,405,472,476,488,414,546
irface_sub002_seq07_frm00033.jpg_lfb.png,513,501,585,504,535,565
irface_sub002_seq07_frm00061.jpg_lfb.png,514,502,583,504,539,567
irface_sub002_seq07_frm00089.jpg_lfb.png,516,494,587,498,546,570
irface_sub002_seq07_frm00100.jpg_lfb.png,524,491,590,492,554,562
irface_sub002_seq07_frm00176.jpg_lfb.png,524,470,582,468,555,532
irface_sub002_seq07_frm00251.jpg_lfb.png,521,471,584,475,556,535
irface_sub002_seq07_frm00340.jpg_lfb.png,525,484,588,485,556,555
irface_sub002_seq07_frm00360.jpg_lfb.png,524,487,590,486,556,556
irface_sub002_seq07_frm00380.jpg_lfb.png,528,487,590,487,560,554
irface_sub002_seq07_frm00581.jpg_lfb.png,530,491,592,489,563,568
irface_sub002_seq07_frm00584.jpg_lfb.png,528,500,590,500,560,582
irface_sub002_seq07_frm00587.jpg_lfb.png,522,494,579,489,557,571
irface_sub002_seq07_frm00830.jpg_lfb.png,530,489,595,488,561,563
irface_sub002_seq07_frm00845.jpg_lfb.png,532,490,593,488,564,566
irface_sub002_seq07_frm00860.jpg_lfb.png,524,486,592,487,562,561
irface_sub002_seq07_frm01050.jpg_lfb.png,533,508,603,514,566,585
irface_sub002_seq07_frm01100.jpg_lfb.png,541,494,602,499,564,568
irface_sub002_seq07_frm01150.jpg_lfb.png,535,482,602,491,567,560
irface_sub002_seq07_frm01283.jpg_lfb.png,530,494,601,495,565,571
irface_sub002_seq07_frm01328.jpg_lfb.png,521,479,581,477,555,551
irface_sub002_seq07_frm01373.jpg_lfb.png,514,471,583,468,553,549
irface_sub002_seq07_frm01502.jpg_lfb.png,519,480,581,479,553,555
irface_sub002_seq07_frm01526.jpg_lfb.png,519,475,587,469,554,544
irface_sub002_seq07_frm01550.jpg_lfb.png,509,463,578,457,557,531
irface_sub003_seq02_frm00058.jpg_lfb.png,620,333,692,331,701,375
irface_sub003_seq02_frm00100.jpg_lfb.png,549,336,619,336,587,365
irface_sub003_seq02_frm00145.jpg_lfb.png,455,342,521,336,453,374
irface_sub003_seq02_frm00222.jpg_lfb.png,412,386,464,381,402,445
irface_sub003_seq02_frm00235.jpg_lfb.png,442,388,506,386,442,440
irface_sub003_seq02_frm00241.jpg_lfb.png,453,383,524,382,470,458
irface_sub003_seq02_frm00252.jpg_lfb.png,480,381,555,380,508,450
irface_sub003_seq02_frm00266.jpg_lfb.png,520,378,599,378,561,427
irface_sub003_seq02_frm00273.jpg_lfb.png,546,374,629,377,597,443
irface_sub003_seq02_frm00284.jpg_lfb.png,604,373,682,378,663,442
irface_sub003_seq02_frm00296.jpg_lfb.png,652,378,722,384,726,434
irface_sub003_seq02_frm00303.jpg_lfb.png,680,380,737,387,754,444
irface_sub003_seq02_frm00399.jpg_lfb.png,633,615,722,627,680,711
irface_sub003_seq02_frm00413.jpg_lfb.png,539,615,647,625,586,709
irface_sub003_seq02_frm00436.jpg_lfb.png,390,554,450,566,410,642
irface_sub003_seq07_frm00001.jpg_lfb.png,457,397,565,400,515,503
irface_sub003_seq07_frm00152.jpg_lfb.png,450,397,556,400,511,498
irface_sub003_seq07_frm00303.jpg_lfb.png,452,392,555,396,506,494
irface_sub003_seq07_frm00471.jpg_lfb.png,454,386,558,387,510,492
irface_sub003_seq07_frm00546.jpg_lfb.png,454,386,558,387,510,492
irface_sub003_seq07_frm00620.jpg_lfb.png,456,387,557,381,509,486
irface_sub003_seq07_frm00717.jpg_lfb.png,461,394,556,391,511,496
irface_sub003_seq07_frm00837.jpg_lfb.png,452,391,551,390,504,493
irface_sub003_seq07_frm00957.jpg_lfb.png,451,393,550,395,502,495
irface_sub003_seq07_frm01033.jpg_lfb.png,454,385,551,388,506,486
irface_sub003_seq07_frm01093.jpg_lfb.png,451,362,550,363,503,459
irface_sub003_seq07_frm01152.jpg_lfb.png,450,358,550,363,505,461
irface_sub003_seq07_frm01342.jpg_lfb.png,459,372,556,372,514,470
irface_sub003_seq07_frm01451.jpg_lfb.png,465,351,561,356,511,446
irface_sub003_seq07_frm01559.jpg_lfb.png,457,354,560,362,513,447
irface_sub003_seq07_frm01639.jpg_lfb.png,473,365,567,366,522,456
irface_sub003_seq07_frm01651.jpg_lfb.png,459,361,557,363,507,448
irface_sub003_seq07_frm01662.jpg_lfb.png,455,353,558,357,513,438
irface_sub003_seq07_frm02188.jpg_lfb.png,470,376,563,382,517,461
irface_sub003_seq07_frm02217.jpg_lfb.png,467,372,561,377,511,462
irface_sub003_seq07_frm02245.jpg_lfb.png,460,367,565,374,510,459
irface_sub003_seq07_frm02402.jpg_lfb.png,475,376,569,380,521,474
irface_sub003_seq07_frm02488.jpg_lfb.png,474,376,567,381,519,471
irface_sub003_seq07_frm02573.jpg_lfb.png,472,373,576,383,528,476
irface_sub004_seq02_frm00080.jpg_lfb.png,497,270,564,275,549,264
irface_sub004_seq02_frm00116.jpg_lfb.png,435,279,521,279,484,303
irface_sub004_seq02_frm00153.jpg_lfb.png,366,287,427,286,344,326
irface_sub004_seq02_frm00263.jpg_lfb.png,354,334,412,332,344,389
irface_sub004_seq02_frm00269.jpg_lfb.png,364,331,427,326,357,394
irface_sub004_seq02_frm00278.jpg_lfb.png,384,327,455,321,390,391
irface_sub004_seq02_frm00290.jpg_lfb.png,415,322,491,316,444,383
irface_sub004_seq02_frm00304.jpg_lfb.png,445,319,524,320,489,366
irface_sub004_seq02_frm00311.jpg_lfb.png,464,315,539,316,517,376
irface_sub004_seq02_frm00322.jpg_lfb.png,499,310,576,312,570,372
irface_sub004_seq02_frm00328.jpg_lfb.png,518,315,586,313,596,371
irface_sub004_seq02_frm00332.jpg_lfb.png,531,315,597,315,610,367
irface_sub004_seq02_frm00436.jpg_lfb.png,582,465,644,466,636,556
irface_sub004_seq02_frm00453.jpg_lfb.png,453,463,558,467,507,563
irface_sub004_seq02_frm00473.jpg_lfb.png,336,437,402,455,336,527
irface_sub004_seq06_frm00497.png_lfb.png,485,304,583,309,538,405
irface_sub004_seq06_frm00497.png_lfb.pts,485,304,583,309,538,405
irface_sub004_seq06_frm00624.png_lfb.png,489,303,582,305,536,405
irface_sub004_seq06_frm00624.png_lfb.pts,489,303,582,305,536,405
irface_sub004_seq06_frm00818.png_lfb.png,485,326,596,321,543,412
irface_sub004_seq06_frm00818.png_lfb.pts,485,326,596,321,543,412
irface_sub004_seq06_frm00947.png_lfb.png,496,309,592,314,545,409
irface_sub004_seq06_frm00947.png_lfb.pts,496,309,592,314,545,409
irface_sub004_seq06_frm01087.png_lfb.png,492,321,594,317,546,411
irface_sub004_seq06_frm01087.png_lfb.pts,492,321,594,317,546,411
irface_sub004_seq06_frm01227.png_lfb.png,491,312,595,314,545,419
irface_sub004_seq06_frm01227.png_lfb.pts,491,312,595,314,545,419
irface_sub004_seq06_frm01388.png_lfb.png,496,307,593,309,547,406
irface_sub004_seq06_frm01388.png_lfb.pts,496,307,593,309,547,406
irface_sub004_seq07_frm00001.jpg_lfb.png,467,322,586,324,529,426
irface_sub004_seq07_frm00168.jpg_lfb.png,468,323,586,323,528,427
irface_sub004_seq07_frm00334.jpg_lfb.png,479,324,600,327,539,432
irface_sub004_seq07_frm00411.jpg_lfb.png,474,310,596,315,534,419
irface_sub004_seq07_frm00442.jpg_lfb.png,451,316,572,315,512,417
irface_sub004_seq07_frm00472.jpg_lfb.png,480,318,606,324,547,427
irface_sub004_seq07_frm00569.jpg_lfb.png,474,330,595,332,535,442
irface_sub004_seq07_frm00603.jpg_lfb.png,476,329,596,332,536,437
irface_sub004_seq07_frm00637.jpg_lfb.png,474,331,599,332,535,435
irface_sub004_seq07_frm00721.jpg_lfb.png,476,326,591,328,534,443
irface_sub004_seq07_frm00751.jpg_lfb.png,470,321,576,326,522,426
irface_sub004_seq07_frm00781.jpg_lfb.png,470,329,580,327,522,437
irface_sub004_seq07_frm00942.jpg_lfb.png,483,356,598,363,538,480
irface_sub004_seq07_frm00969.jpg_lfb.png,478,362,599,367,539,478
irface_sub004_seq07_frm00995.jpg_lfb.png,466,355,593,360,526,471
irface_sub004_seq07_frm01110.jpg_lfb.png,485,373,610,375,553,490
irface_sub004_seq07_frm01113.jpg_lfb.png,487,375,613,377,556,497
irface_sub004_seq07_frm01116.jpg_lfb.png,490,374,613,378,556,506
irface_sub004_seq07_frm01254.jpg_lfb.png,481,345,603,355,544,471
irface_sub004_seq07_frm01270.jpg_lfb.png,482,349,598,353,540,469
irface_sub004_seq07_frm01286.jpg_lfb.png,468,348,597,354,536,464
irface_sub004_seq07_frm01412.jpg_lfb.png,489,351,589,356,544,476
irface_sub004_seq07_frm01433.jpg_lfb.png,485,348,596,351,543,473
irface_sub004_seq07_frm01454.jpg_lfb.png,479,347,605,353,542,476
irface_sub005_seq02_frm00050.jpg_lfb.png,601,232,641,233,681,257
irface_sub005_seq02_frm00101.jpg_lfb.png,503,244,575,241,547,255
irface_sub005_seq02_frm00134.jpg_lfb.png,448,251,510,243,440,260
irface_sub005_seq02_frm00188.jpg_lfb.png,395,307,438,296,379,338
irface_sub005_seq02_frm00193.jpg_lfb.png,402,306,449,301,387,343
irface_sub005_seq02_frm00200.jpg_lfb.png,430,307,493,298,429,341
irface_sub005_seq02_frm00212.jpg_lfb.png,454,303,512,299,467,346
irface_sub005_seq02_frm00243.jpg_lfb.png,510,302,571,296,544,329
irface_sub005_seq02_frm00251.jpg_lfb.png,523,293,583,294,572,341
irface_sub005_seq02_frm00271.jpg_lfb.png,575,291,634,294,636,340
irface_sub005_seq02_frm00285.jpg_lfb.png,612,291,660,297,677,336
irface_sub005_seq02_frm00294.jpg_lfb.png,623,289,672,298,696,336
irface_sub005_seq02_frm00430.jpg_lfb.png,641,428,708,427,689,515
irface_sub005_seq02_frm00452.jpg_lfb.png,526,420,609,426,567,514
irface_sub005_seq02_frm00495.jpg_lfb.png,386,402,434,408,390,467
irface_sub006_seq02_frm00122.jpg_lfb.png,488,354,551,366,555,386
irface_sub006_seq02_frm00230.jpg_lfb.png,430,351,494,355,472,371
irface_sub006_seq02_frm00296.jpg_lfb.png,364,359,424,356,367,383
irface_sub006_seq02_frm00400.jpg_lfb.png,305,384,354,378,294,421
irface_sub006_seq02_frm00407.jpg_lfb.png,328,384,386,383,335,433
irface_sub006_seq02_frm00414.jpg_lfb.png,345,384,414,387,355,428
irface_sub006_seq02_frm00422.jpg_lfb.png,374,386,437,386,391,432
irface_sub006_seq02_frm00432.jpg_lfb.png,418,387,487,390,454,425
irface_sub006_seq02_frm00440.jpg_lfb.png,447,386,518,393,496,437
irface_sub006_seq02_frm00451.jpg_lfb.png,454,384,529,394,512,434
irface_sub006_seq02_frm00463.jpg_lfb.png,490,383,555,395,549,434
irface_sub006_seq02_frm00470.jpg_lfb.png,513,388,567,394,580,433
irface_sub006_seq02_frm00541.jpg_lfb.png,528,502,587,498,575,557
irface_sub006_seq02_frm00568.jpg_lfb.png,406,537,488,543,449,617
irface_sub006_seq02_frm00585.jpg_lfb.png,309,523,377,539,331,604
irface_sub007_seq02_frm00041.jpg_lfb.png,531,355,592,352,613,393
irface_sub007_seq02_frm00087.jpg_lfb.png,452,352,520,355,489,383
irface_sub007_seq02_frm00130.jpg_lfb.png,382,352,448,357,370,397
irface_sub007_seq02_frm00218.jpg_lfb.png,309,400,370,405,291,471
irface_sub007_seq02_frm00242.jpg_lfb.png,343,400,414,405,348,479
irface_sub007_seq02_frm00260.jpg_lfb.png,370,403,443,405,386,476
irface_sub007_seq02_frm00281.jpg_lfb.png,391,404,467,404,414,484
irface_sub007_seq02_frm00310.jpg_lfb.png,430,404,512,404,470,477
irface_sub007_seq02_frm00328.jpg_lfb.png,461,405,533,402,508,481
irface_sub007_seq02_frm00347.jpg_lfb.png,489,406,561,399,543,474
irface_sub007_seq02_frm00362.jpg_lfb.png,513,404,584,396,591,465
irface_sub007_seq02_frm00381.jpg_lfb.png,538,401,599,390,619,456
irface_sub007_seq02_frm00489.jpg_lfb.png,530,490,595,484,584,576
irface_sub007_seq02_frm00513.jpg_lfb.png,430,489,513,489,477,588
irface_sub007_seq02_frm00542.jpg_lfb.png,336,493,427,495,371,588
irface_sub007_seq06_frm00516.png_lfb.png,475,419,563,428,520,515
irface_sub007_seq06_frm00516.png_lfb.pts,475,419,563,428,520,515
irface_sub007_seq06_frm00918.png_lfb.png,471,424,551,431,511,524
irface_sub007_seq06_frm00918.png_lfb.pts,471,424,551,431,511,524
irface_sub007_seq06_frm01190.png_lfb.png,479,448,540,453,507,538
irface_sub007_seq06_frm01190.png_lfb.pts,479,448,540,453,507,538
irface_sub007_seq06_frm01367.png_lfb.png,466,442,551,453,506,542
irface_sub007_seq06_frm01367.png_lfb.pts,466,442,551,453,506,542
irface_sub007_seq06_frm01617.png_lfb.png,471,448,558,454,512,546
irface_sub007_seq06_frm01617.png_lfb.pts,471,448,558,454,512,546
irface_sub007_seq06_frm01791.png_lfb.png,466,444,552,455,509,541
irface_sub007_seq06_frm01791.png_lfb.pts,466,444,552,455,509,541
irface_sub007_seq06_frm01992.png_lfb.png,482,427,565,435,522,527
irface_sub007_seq06_frm01992.png_lfb.pts,482,427,565,435,522,527
irface_sub007_seq07_frm00001.jpg_lfb.png,490,372,588,375,540,466
irface_sub007_seq07_frm00173.jpg_lfb.png,496,366,581,374,543,467
irface_sub007_seq07_frm00345.jpg_lfb.png,494,369,590,375,542,460
irface_sub007_seq07_frm00430.jpg_lfb.png,484,362,573,365,534,458
irface_sub007_seq07_frm00478.jpg_lfb.png,497,364,591,370,546,459
irface_sub007_seq07_frm00525.jpg_lfb.png,490,362,588,364,541,459
irface_sub007_seq07_frm00590.jpg_lfb.png,493,376,583,378,539,473
irface_sub007_seq07_frm00723.jpg_lfb.png,496,389,584,389,541,481
irface_sub007_seq07_frm00856.jpg_lfb.png,495,390,596,398,540,486
irface_sub007_seq07_frm01076.jpg_lfb.png,485,322,569,333,517,404
irface_sub007_seq07_frm01080.jpg_lfb.png,484,322,575,335,524,407
irface_sub007_seq07_frm01084.jpg_lfb.png,487,322,574,333,520,408
irface_sub007_seq07_frm01370.jpg_lfb.png,519,374,604,384,572,475
irface_sub007_seq07_frm01471.jpg_lfb.png,540,379,625,389,593,479
irface_sub007_seq07_frm01571.jpg_lfb.png,551,381,639,391,606,477
irface_sub007_seq07_frm01673.jpg_lfb.png,535,369,623,375,584,467
irface_sub007_seq07_frm01790.jpg_lfb.png,507,399,618,408,569,496
irface_sub007_seq07_frm01907.jpg_lfb.png,501,414,614,420,569,515
irface_sub007_seq07_frm02101.jpg_lfb.png,546,384,619,384,594,473
irface_sub007_seq07_frm02176.jpg_lfb.png,542,385,624,384,608,479
irface_sub007_seq07_frm02251.jpg_lfb.png,541,388,633,390,615,485
irface_sub007_seq07_frm02392.jpg_lfb.png,510,407,597,391,580,497
irface_sub007_seq07_frm02488.jpg_lfb.png,526,423,613,410,603,512
irface_sub007_seq07_frm02583.jpg_lfb.png,517,416,609,409,600,508
irface_sub008_seq02_frm00161.jpg_lfb.png,487,281,560,286,554,297
irface_sub008_seq02_frm00196.jpg_lfb.png,435,283,507,286,476,291
irface_sub008_seq02_frm00231.jpg_lfb.png,351,285,429,277,356,292
irface_sub008_seq02_frm00303.jpg_lfb.png,284,349,354,344,279,396
irface_sub008_seq02_frm00311.jpg_lfb.png,309,348,382,343,307,381
irface_sub008_seq02_frm00317.jpg_lfb.png,328,340,410,345,343,396
irface_sub008_seq02_frm00325.jpg_lfb.png,387,343,474,348,422,404
irface_sub008_seq02_frm00330.jpg_lfb.png,414,341,506,346,464,388
irface_sub008_seq02_frm00340.jpg_lfb.png,457,338,543,342,512,386
irface_sub008_seq02_frm00357.jpg_lfb.png,495,337,582,346,554,392
irface_sub008_seq02_frm00370.jpg_lfb.png,534,332,609,343,607,379
irface_sub008_seq02_frm00379.jpg_lfb.png,565,334,635,349,645,392
irface_sub008_seq02_frm00475.jpg_lfb.png,579,467,659,482,633,559
irface_sub008_seq02_frm00501.jpg_lfb.png,448,477,554,488,497,575
irface_sub008_seq02_frm00525.jpg_lfb.png,301,475,384,485,322,568
irface_sub009_seq02_frm00117.jpg_lfb.png,578,381,656,383,666,405
irface_sub009_seq02_frm00158.jpg_lfb.png,509,383,586,385,548,404
irface_sub009_seq02_frm00207.jpg_lfb.png,425,387,503,388,408,416
irface_sub009_seq02_frm00323.jpg_lfb.png,366,491,431,501,355,585
irface_sub009_seq02_frm00330.jpg_lfb.png,387,503,464,508,391,599
irface_sub009_seq02_frm00338.jpg_lfb.png,411,506,490,515,423,613
irface_sub009_seq02_frm00346.jpg_lfb.png,435,508,529,516,468,621
irface_sub009_seq02_frm00353.jpg_lfb.png,471,505,572,512,516,621
irface_sub009_seq02_frm00361.jpg_lfb.png,518,514,609,521,571,627
irface_sub009_seq02_frm00366.jpg_lfb.png,545,519,635,525,602,626
irface_sub009_seq02_frm00373.jpg_lfb.png,577,521,661,524,638,624
irface_sub009_seq02_frm00378.jpg_lfb.png,607,508,675,522,672,623
irface_sub009_seq02_frm00653.jpg_lfb.png,653,520,721,521,720,621
irface_sub009_seq02_frm00676.jpg_lfb.png,523,507,616,503,576,612
irface_sub009_seq02_frm00697.jpg_lfb.png,430,513,500,507,443,604
irface_sub009_seq06_frm00544.png_lfb.png,497,328,579,333,543,418
irface_sub009_seq06_frm00544.png_lfb.pts,497,328,579,333,543,418
irface_sub009_seq06_frm00617.png_lfb.png,505,321,581,327,542,406
irface_sub009_seq06_frm00617.png_lfb.pts,505,321,581,327,542,406
irface_sub009_seq06_frm00829.png_lfb.png,505,332,583,332,539,405
irface_sub009_seq06_frm00829.png_lfb.pts,505,332,583,332,539,405
irface_sub009_seq06_frm00944.png_lfb.png,498,323,574,327,536,399
irface_sub009_seq06_frm00944.png_lfb.pts,498,323,574,327,536,399
irface_sub009_seq06_frm01113.png_lfb.png,496,328,581,328,536,404
irface_sub009_seq06_frm01113.png_lfb.pts,496,328,581,328,536,404
irface_sub009_seq06_frm01274.png_lfb.png,501,326,580,333,538,412
irface_sub009_seq06_frm01274.png_lfb.pts,501,326,580,333,538,412
irface_sub009_seq06_frm01459.png_lfb.png,508,301,584,305,541,371
irface_sub009_seq06_frm01459.png_lfb.pts,508,301,584,305,541,371
irface_sub009_seq07_frm00001.jpg_lfb.png,520,312,606,318,557,404
irface_sub009_seq07_frm00170.jpg_lfb.png,513,316,609,324,559,400
irface_sub009_seq07_frm00339.jpg_lfb.png,514,308,608,317,557,391
irface_sub009_seq07_frm00474.jpg_lfb.png,507,318,601,320,554,409
irface_sub009_seq07_frm00489.jpg_lfb.png,509,326,598,328,552,416
irface_sub009_seq07_frm00504.jpg_lfb.png,519,328,605,326,555,414
irface_sub009_seq07_frm00637.jpg_lfb.png,504,323,599,326,549,410
irface_sub009_seq07_frm00694.jpg_lfb.png,509,325,595,329,551,412
irface_sub009_seq07_frm00750.jpg_lfb.png,510,326,605,330,557,419
irface_sub009_seq07_frm00850.jpg_lfb.png,515,315,601,318,555,407
irface_sub009_seq07_frm00853.jpg_lfb.png,526,307,611,314,568,397
irface_sub009_seq07_frm00855.jpg_lfb.png,531,310,614,315,566,398
irface_sub009_seq07_frm01052.jpg_lfb.png,513,317,598,320,552,407
irface_sub009_seq07_frm01123.jpg_lfb.png,506,318,592,325,543,408
irface_sub009_seq07_frm01194.jpg_lfb.png,500,324,593,328,548,421
irface_sub009_seq07_frm01276.jpg_lfb.png,510,333,599,334,548,431
irface_sub009_seq07_frm01346.jpg_lfb.png,510,338,602,337,551,438
irface_sub009_seq07_frm01415.jpg_lfb.png,500,330,595,335,543,428
irface_sub009_seq07_frm01491.jpg_lfb.png,515,330,602,337,557,425
irface_sub009_seq07_frm01579.jpg_lfb.png,520,326,611,331,558,418
irface_sub009_seq07_frm01666.jpg_lfb.png,513,325,603,333,555,416
irface_sub009_seq07_frm01900.jpg_lfb.png,520,326,607,337,560,420
irface_sub009_seq07_frm01969.jpg_lfb.png,527,332,604,342,560,424
irface_sub009_seq07_frm02038.jpg_lfb.png,518,334,608,344,563,432
irface_sub010_seq02_frm00055.jpg_lfb.png,530,294,588,295,603,333
irface_sub010_seq02_frm00083.jpg_lfb.png,453,285,514,285,483,307
irface_sub010_seq02_frm00127.jpg_lfb.png,419,293,479,287,416,321
irface_sub010_seq02_frm00194.jpg_lfb.png,344,346,399,341,341,404
irface_sub010_seq02_frm00201.jpg_lfb.png,360,349,422,344,369,413
irface_sub010_seq02_frm00208.jpg_lfb.png,378,345,442,339,392,410
irface_sub010_seq02_frm00221.jpg_lfb.png,400,344,468,337,423,409
irface_sub010_seq02_frm00247.jpg_lfb.png,437,344,496,336,468,404
irface_sub010_seq02_frm00262.jpg_lfb.png,456,341,525,340,495,403
irface_sub010_seq02_frm00282.jpg_lfb.png,503,342,571,343,560,397
irface_sub010_seq02_frm00290.jpg_lfb.png,534,341,592,339,595,398
irface_sub010_seq02_frm00295.jpg_lfb.png,549,338,604,341,610,400
irface_sub010_seq02_frm00405.jpg_lfb.png,568,435,631,429,621,508
irface_sub010_seq02_frm00442.jpg_lfb.png,450,432,530,431,491,519
irface_sub010_seq02_frm00481.jpg_lfb.png,342,442,403,441,359,523
irface_sub010_seq03_frm00758.jpg_lfb.png,541,341,606,345,573,411
